Sample;Density;ModulusOfElasticity;PoissonsRatio
Quantum Composites QC-8700 63% Glass Fiber Reinforced Vinyl Ester SMC;1.87;26.1;0.38
A. Schulman BMC 851 Corrosion Resistant, Flame Retardant Molding Compound;1.82;13.8;0.38
A. Schulman BMC 850 Corrosion Resistant, Flame Retardant Molding Compound;1.82;13.8;0.38
Styrolution Luran S KR 2863 C UV Colored ASA+PC;1.16;2.5;0.36
Styrolution Luran S KR 2863 C Colored ASA+PC;1.16;2.5;0.36
Styrolution Luran S 797 S UV White 33999 Q455 ASA;1.07;2.0;0.37
Styrolution Luran S 797 S White 35962 ASA;1.07;2.0;0.37
DuPont™ Kevlar 49 Aramid Fiber;1.44;112.0;0.36
Hexcel HexPly 954-2A Curing Cyanate Resin;1.24;3.0;0.38
Hexcel HexPly M18 356°F (180°C) Curing Epoxy Matrix;1.16;3.5;0.38
Röhm Plexiglas GS 0Z09 (209) Cast Acrylic;1.19;3.3;0.37
Röhm Plexiglas GS 0F00 (222) Cast Acrylic;1.19;3.3;0.37
Röhm Plexiglas GS 0F00 (233) Cast Acrylic;1.19;3.3;0.37
Röhm Plexiglas XT 0A000 (20070) Extruded Acrylic;1.19;3.3;0.37
Röhm Plexiglas XT 0A070 (29070) Extruded Acrylic;1.19;3.3;0.37
Inchem Phenoxy PKFE;1.18;2.62;0.38
Plenco 2571 Phenolic, Granular, Transfer Molded;1.41;8.1;0.36
Plenco 7500 Phenolic, Granular, Transfer Molded;1.37;7.7;0.36
Manifattura Cattaneo PA 6 Nylon;1.14;2.0;0.42
Manifattura Cattaneo PA 6.6 Nylon;1.15;2.55;0.42
Polymer Resources PEI-GP1 Polyetherimide, Flame Retardant;1.27;3.52;0.36
SABIC ULTEM™ 1000R PEI (Americas);1.27;3.58;0.36
SABIC ULTEM™ 1000R PEI (Asia);1.27;3.58;0.36
SABIC ULTEM™ 1000F PEI (Americas);1.27;3.58;0.36
SABIC ULTEM™ 1000F PEI (Asia);1.27;3.58;0.36
SABIC ULTEM™ 1000E PEI (Americas);1.27;3.58;0.36
SABIC ULTEM™ 1000E PEI (Asia);1.27;3.58;0.36
SABIC ULTEM™ 1000P PEI (Americas);1.27;3.58;0.36
SABIC ULTEM™ 1000P PEI (Asia);1.27;3.58;0.36
SABIC ULTEM™ 1000F3SP PEI (Americas);1.27;3.58;0.36
SABIC ULTEM™ 1000 PEI (Americas);1.27;3.58;0.36
SABIC ULTEM™ 1000 PEI (Asia);1.27;3.58;0.36
Solvay Specialty Polymers KetaSpire KT-880FP PEEK, Fine powder form of KT-880 resin;1.3;3.85;0.37
Solvay Specialty Polymers Ryton R-7-121BL PPS, Glass/mineral filled;1.95;19.0;0.36
Saint-Gobain Meldin 5001 Thermoplastic Bearing Material;1.3;4.8;0.36
Wellman ABS 4330-LG ABS Polymer;1.05;2.2;0.36
Wellman ABS 4330A-LG ABS Polymer;1.05;2.3;0.38
Wellman ABS 4330A ABS Polymer;1.05;2.2;0.36
Wellman ABS 3450HI ABS Polymer;1.05;2.1;0.36
Wellman ABS 3450HI Platable ABS Polymer;1.05;2.1;0.36
Wellman ABS 3450 ABS Polymer;1.06;2.2;0.36
Wellman PC/ABS CB1230HF High Flow Polycarbonate;1.13;2.35;0.38
Wellman PC/ABS 2340RC Polycarbonate;1.15;2.25;0.38
Wellman PC/ABS CB4110HI High Impact Polycarbonate;1.06;2.0;0.38
Hanwha Azdel Plus R401-B01 40% Continuous Random Fiber Mat / PP Resin Matrix;1.2;6.16;0.361
Hanwha Azdel Plus R451-B02 45% Continuous Random Fiber Mat / PP Resin Matrix;1.25;6.92;0.37
Hanwha Azdel Plus U421-B01 42% Directionalized Continuous Fiber Mat / PP Resin Matrix;1.23;7.71;0.37
Alfa Chemistry Materials Silver Nanoparticles;10.5;83.0;0.37
Alfa Chemistry Materials Tin Nanorods;7.31;46.9;0.36
Alfa Chemistry Materials Tin single crystal disc, (100) orientation;4.51;46.9;0.36
Alfa Chemistry Materials Tin single crystal disc, (110) orientation;7.31;46.9;0.36
Alfa Chemistry Materials Tin single crystal, random orientation;4.51;46.9;0.36
Alfa Chemistry Materials Vanadium single crystal disc, (110) orientation;6.11;128.0;0.37
Alfa Chemistry Materials Vanadium single crystal disc, (111) orientation;6.11;128.0;0.37
Alfa Chemistry Materials Vanadium single crystal, (100) orientation;6.11;128.0;0.37
Gold, Au;19.3;77.2;0.42
Indium, In;7.3;12.7;0.45
Lead, Pb;11.4;14.0;0.42
Palladium, Pd;12.0;117.0;0.39
Platinum, Pt, CP Grade, Hard Drawn - 50% Cold Worked;21.5;156.0;0.39
Mateck Cadmium Telluride (CdTe);5.86;52.0;0.41
60-40 Soft Solder (60 Sn-40Pb) Tin-Lead Soft Solder (UNS L13600);8.52;30.0;0.4
60-40 Soft Solder (60 Sn-40Pb) (UNS L13601);8.52;30.0;0.4
60-40 Soft Solder (60 Sn-40Pb) - ASTM B 32 Grade Sn60;8.6;30.0;0.4
Silver, CP Grade, 10% Cold Worked;10.5;71.0;0.39
Silver, CP Grade, 20% Cold Worked;10.5;71.0;0.39
Silver, CP Grade, 40% Cold Worked;10.5;71.0;0.39
Silver, CP Grade, 70% Cold Worked;10.5;71.0;0.39
Commercial Fine Gold, Cast;19.3;74.5;0.42
Commercial Fine Gold, 60% Reduction;19.3;79.3;0.42
Rogers Arlon 25188T010 Silicone Rubber/Laminated ETFE Film;1.4;0.000517;0.5
Rogers Arlon 25188T017 Silicone Rubber/Laminated ETFE Film;1.4;0.000517;0.5
Rogers Arlon Thermabond 99000W008 Silicone Rubber/Fiberglass Laminate;1.7;0.0328;0.5
Rogers Arlon Thermabond 99000W015 Silicone Rubber/Fiberglass Laminate;1.7;0.0328;0.5
Rogers Arlon Thermabond 99180T010 Silicone Rubber/Fiberglass Laminate;1.1;0.000517;0.5
Rogers Arlon Thermabond 99950N008 Silicone Rubber/Fiberglass Laminate;3.7;0.0196;0.5
Rogers Arlon Thermabond 99950N015 Silicone Rubber/Fiberglass Laminate;3.7;0.0196;0.5
Rogers Arlon R37806X030 Silicone Rubber/Fiberglass;2.8;0.0245;0.5
Ascend Performance Materials Vydyne 47H BG0693 Impact Modified Nylon 66;1.1;2.26;0.4
Ascend Performance Materials Vydyne R413H BK07 Impact Modified Nylon 66, 13% Glass Filled;1.21;4.8;0.4
Ascend Performance Materials Vydyne R413H NT Impact Modified Nylon 66, Glass Filled;1.21;4.8;0.4
Ascend Performance Materials Vydyne R413 NT0705 Impact Modified Nylon 66;1.21;4.8;0.4
Ascend Performance Materials Vydyne 909 Flame Retardant Nylon 66/6, 25% Glass Filled;1.47;8.1;0.4
Ascend Performance Materials Vydyne 909 BK Flame Retardant Nylon 66/6, 25% Glass Filled;1.47;8.1;0.4
Ascend Performance Materials Vydyne ECO315 Flame Retardant Nylon 66/6;1.16;2.4;0.4
Ascend Performance Materials Vydyne ECO315 BK06 Flame Retardant Nylon 66/6;1.16;2.4;0.4
Ascend Performance Materials Vydyne ECO315J BK0707 Flame Retardant Nylon 66/6;1.16;2.4;0.4
Ascend Performance Materials Vydyne ECO315J NT0725 Flame Retardant Nylon 66/6;1.16;2.4;0.4
Ascend Performance Materials Vydyne FR350J NT0727 Flame Retardant Nylon 66;1.31;3.2;0.4
Ascend Performance Materials Vydyne R220 Nylon 66, 40% Mineral Filled;1.48;4.75;0.4
Ascend Performance Materials Vydyne R860 BK02 Nylon 66, Glass + Mineral Filled;1.47;7.95;0.4
Ascend Performance Materials Vydyne R862H BK0676 Nylon 66, Glass + Mineral Filled;1.47;9.15;0.4
Ascend Performance Materials Vydyne 20NSP Nylon 66, General Purpose;1.14;3.15;0.4
Ascend Performance Materials Vydyne 20NSP BLK Nylon 66, General Purpose;1.14;3.15;0.4
Ascend Performance Materials Vydyne 20NSP1 Nylon 66, General Purpose;1.14;3.15;0.4
Ascend Performance Materials Vydyne 21SPC Nylon 66, General Purpose;1.14;2.25;0.4
Ascend Performance Materials Vydyne 21SPF Nylon 66, General Purpose;1.14;2.45;0.4
Ascend Performance Materials Vydyne 21SPF BLK Nylon 66, General Purpose;1.14;2.45;0.4
Ascend Performance Materials Vydyne 21SPF1 Nylon 66, General Purpose;1.14;2.45;0.4
Ascend Performance Materials Vydyne 21SPG1 Nylon 66, General Purpose;1.14;2.45;0.4
Ascend Performance Materials Vydyne 21X1 Nylon 66, General Purpose;1.14;2.45;0.4
Ascend Performance Materials Vydyne 22HSP BK Nylon 66, General Purpose;1.14;2.45;0.4
Ascend Performance Materials Vydyne 22HSP NT Nylon 66, General Purpose;1.14;2.45;0.4
Ascend Performance Materials Vydyne 25WSP Nylon 66, General Purpose;1.14;2.48;0.4
Ascend Performance Materials Vydyne 88XD Nylon 66, General Purpose;1.14;2.6;0.4
Ascend Performance Materials Vydyne 63A Nylon 66, Extrusion Grade;1.14;2.45;0.4
Ascend Performance Materials Vydyne 63H NT0702 Nylon 66, Extrusion Grade;1.14;2.45;0.4
Ascend Performance Materials Vydyne 65A Nylon 66, Extrusion Grade;1.14;2.45;0.4
Ascend Performance Materials Vydyne 65B Nylon 66, Extrusion Grade;1.14;2.3;0.4
Ascend Performance Materials Vydyne 66B Nylon 66, Extrusion Grade;1.14;2.3;0.4
Ascend Performance Materials Vydyne 66H NT0694 Nylon 66, Extrusion Grade;1.14;2.38;0.4
Ascend Performance Materials Vydyne 66J Nylon 66, Extrusion Grade;1.14;2.3;0.4
Ascend Performance Materials Vydyne 66J NT0692 Nylon 66, Extrusion Grade;1.14;2.3;0.4
Ascend Performance Materials Vydyne 66R Nylon 66, Extrusion Grade;1.14;2.3;0.4
Ascend Performance Materials Vydyne 66Z Nylon 66, Extrusion Grade;1.14;2.38;0.4
Ascend Performance Materials Vydyne 67B Nylon 66, Extrusion Grade;1.14;2.38;0.4
Ascend Performance Materials Vydyne 67R NT0664 Nylon 66, Extrusion Grade;1.14;2.38;0.4
Ascend Performance Materials Vydyne 67R NT0706 Nylon 66, Extrusion Grade;1.14;2.38;0.4
Ascend Performance Materials Vydyne 75HF Nylon 66/6, Extrusion Grade;1.14;1.6;0.4
Ascend Performance Materials Vydyne R513 NT Nylon 66, 13% Glass Filled;1.23;5.05;0.4
Ascend Performance Materials Vydyne R513H BK02 Nylon 66, 13% Glass Filled;1.23;5.05;0.4
Ascend Performance Materials Vydyne R513H Black Nylon 66, 13% Glass Filled;1.23;5.05;0.4
Ascend Performance Materials Vydyne R513H NT Nylon 66, 13% Glass Filled;1.23;5.05;0.4
Ascend Performance Materials Vydyne R515 Nylon 66, 15% Glass Filled;1.24;5.3;0.4
Ascend Performance Materials Vydyne R515H Nylon 66, 15% Glass Filled;1.24;5.3;0.4
Ascend Performance Materials Vydyne R515H BK02 Nylon 66, 15% Glass Filled;1.24;5.3;0.4
Ascend Performance Materials Vydyne R515H Natural Nylon 66, 15% Glass Filled;1.24;5.3;0.4
Ascend Performance Materials Vydyne R515J BK0690 Nylon 66, 15% Glass Filled;1.24;6.6;0.4
Ascend Performance Materials Vydyne R515J NT0689 Nylon 66, 15% Glass Filled;1.24;6.6;0.4
Ascend Performance Materials Vydyne R525H Nylon 66, 25% Glass Filled;1.32;7.05;0.4
Ascend Performance Materials Vydyne R525H BK02 Nylon 66, 25% Glass Filled;1.32;7.05;0.4
Ascend Performance Materials Vydyne R525H BK0201 Nylon 66, 25% Glass Filled;1.32;7.05;0.4
Ascend Performance Materials Vydyne R525H BLK Nylon 66, 25% Glass Filled;1.32;7.05;0.4
Ascend Performance Materials Vydyne R525H Nat Nylon 66, 25% Glass Filled;1.32;7.05;0.4
Ascend Performance Materials Vydyne R525J BK0722 Nylon 66, 25% Glass Filled;1.32;7.05;0.4
Ascend Performance Materials Vydyne R525J NT0721 Nylon 66, 25% Glass Filled;1.32;7.05;0.4
Ascend Performance Materials Vydyne R530 NAT Nylon 66, 30% Glass Filled;1.37;8.7;0.4
Ascend Performance Materials Vydyne R530H Nylon 66, 30% Glass Filled;1.37;8.7;0.4
Ascend Performance Materials Vydyne R530H BK02 Nylon 66, 30% Glass Filled;1.37;8.7;0.4
Ascend Performance Materials Vydyne R530H BK0201 Nylon 66, 30% Glass Filled;1.37;9.2;0.4
Ascend Performance Materials Vydyne R530H BK0202 Nylon 66, 30% Glass Filled;1.37;8.7;0.4
Ascend Performance Materials Vydyne R530H BK0713 Nylon 66, 30% Glass Filled;1.37;8.7;0.4
Ascend Performance Materials Vydyne R530H BK08 Nylon 66, 30% Glass Filled;1.37;8.7;0.4
Ascend Performance Materials Vydyne R530H Black Nylon 66, 30% Glass Filled;1.37;8.7;0.4
Ascend Performance Materials Vydyne R530H NAT Nylon 66, 30% Glass Filled;1.37;8.7;0.4
Ascend Performance Materials Vydyne R530H NT Nylon 66, 30% Glass Filled;1.37;8.7;0.4
Ascend Performance Materials Vydyne R530HR BK652 Nylon 66, 30% Glass Filled;1.37;8.7;0.4
Ascend Performance Materials Vydyne R530HT BK02 Nylon 66, 30% Glass Filled;1.37;8.35;0.4
Ascend Performance Materials Vydyne R530J BK0723 Nylon 66, 30% Glass Filled;1.37;8.7;0.4
Ascend Performance Materials Vydyne R530J NT0724 Nylon 66, 30% Glass Filled;1.37;8.7;0.4
Ascend Performance Materials Vydyne R533 NAT Nylon 66, 33% Glass Filled;1.4;9.25;0.4
Ascend Performance Materials Vydyne R533H BK02 Nylon 66, 33% Glass Filled;1.4;9.25;0.4
Ascend Performance Materials Vydyne R533H BK0201 Nylon, 33% Glass Filled;1.4;9.25;0.4
Ascend Performance Materials Vydyne R533H BK0667 Nylon 66/610 Copolymer, 33% Glass Filled;1.38;8.45;0.4
Ascend Performance Materials Vydyne R533H BK10A0 Nylon, 33% Glass Filled;1.4;9.25;0.4
Ascend Performance Materials Vydyne R533H Black Nylon, 33% Glass Filled;1.4;9.25;0.4
Ascend Performance Materials Vydyne R533H NAT Nylon 66, 33% Glass Filled;1.4;9.25;0.4
Ascend Performance Materials Vydyne R533H NT Nylon 66, 33% Glass Filled;1.4;9.25;0.4
Ascend Performance Materials Vydyne R533H01 Nylon 66, 33% Glass Filled;1.4;9.25;0.4
Ascend Performance Materials Vydyne R533T Nylon 66, 33% Glass Filled;1.4;9.05;0.4
Ascend Performance Materials Vydyne R535H BK02 Nylon 66, 35% Glass Filled;1.41;10.05;0.4
Ascend Performance Materials Vydyne R535H Black Nylon 66, 35% Glass Filled;1.41;10.05;0.4
Ascend Performance Materials Vydyne R535H NT Nylon 66, 35% Glass Filled;1.41;10.05;0.4
Ascend Performance Materials Vydyne R535H NT651 Nylon 66, 35% Glass Filled;1.41;10.65;0.4
Ascend Performance Materials Vydyne R535HT BK653 Nylon 66, 35% Glass Filled;1.42;9.5;0.4
Ascend Performance Materials Vydyne R535J BK0678 Nylon 66, 35% Glass Filled;1.41;11.6;0.4
Ascend Performance Materials Vydyne R535J BK0701 Nylon 66, 35% Glass Filled;1.41;11.6;0.4
Ascend Performance Materials Vydyne R535J NT0665 Nylon 66, 35% Glass Filled;1.41;11.6;0.4
Ascend Performance Materials Vydyne R540H Nylon 66, 40% Glass Filled;1.46;12.6;0.4
Ascend Performance Materials Vydyne R540H BK02 Nylon 66, 40% Glass Filled;1.46;12.6;0.4
Ascend Performance Materials Vydyne R543H BK02 Nylon 66, 43% Glass Filled;1.5;13.05;0.4
Ascend Performance Materials Vydyne R543H Natural Nylon 66, 43% Glass Filled;1.5;13.05;0.4
Ascend Performance Materials Vydyne R543H NT Nylon 66, 43% Glass Filled;1.5;13.05;0.4
Ascend Performance Materials Vydyne R550 Nylon 66, 50% Glass Filled;1.58;16.0;0.4
Ascend Performance Materials Vydyne R550H Nylon 66, 50% Glass Filled;1.58;16.0;0.4
Ascend Performance Materials Vydyne R550H BK02 Nylon 66, 50% Glass Filled;1.58;16.0;0.4
Ascend Performance Materials Vydyne R550H NT0687 Nylon 66, 50% Glass Filled;1.58;16.0;0.4
Ascend Performance Materials Vydyne R550H NT453 Nylon 66, 50% Glass Filled;1.58;16.0;0.4
Ascend Performance Materials Vydyne R550H NT662 Nylon 66, Glass Filled;1.58;16.0;0.4
Ascend Performance Materials Vydyne R550HC Nylon 66, 50% Glass Filled;1.58;16.0;0.4
Ascend Performance Materials Vydyne R550HT BK02 Nylon 66, 50% Glass Filled;1.58;17.0;0.4
Ascend Performance Materials Vydyne R633 Nylon 66/6, Glass Filled;1.39;9.4;0.4
Ascend Performance Materials Vydyne R633H01 Nylon, Glass Filled;1.39;9.4;0.4
Ascend Performance Materials Vydyne R633H05 Nylon, Glass Filled;1.39;9.4;0.4
Styrolution Luran S 757 R Colored ASA;1.07;2.6;0.44
Styrolution Luran S 796 M Colored ASA;1.07;2.0;0.43
DSM Somos Momentum Stereolithography Polymer;1.16;2.51;0.41
DSM Somos DMX-SL™ 100 Extremely tough/durable SL resin for stereolithography;1.17;2.41;0.41
DSM Somos ProtoGen™ 18120 Epoxy Resin for Stereolithography, UV Postcure at HOC -2;1.16;2.68;0.44
DSM Somos ProtoGen™ 18120 Epoxy Resin for Stereolithography, UV & Thermal Postcure;1.16;2.95;0.43
DSM Somos ProtoGen™ 18420 Epoxy Resin for Stereolithography, UV Postcure at HOC -2;1.16;2.25;0.44
DSM Somos ProtoGen™ 18420 Epoxy Resin for Stereolithography, UV & Thermal Postcure;1.16;2.92;0.41
DSM Somos WaterClear Ultra 10122 Optically Clear, Colorless, Rigid, Stereolithography Resin;1.13;2.88;0.41
DSM Somos 9420 Epoxy Resin for Stereolithography;1.13;0.7;0.43
DSM Somos NeXT Stereolithography (SLA) Prototyping Polymer;1.17;2.43;0.43
DuPont Performance Polymers Hytrel 6356BKB High Performance Polyester Elastomer;1.22;0.28;0.48
DuPont Performance Polymers Crastin BM6450XD BK560 PBT-F;1.21;1.6;0.42
DuPont Performance Polymers Crastin ST820 BK503 PBT-HI;1.22;1.6;0.42
DuPont Performance Polymers Crastin ST820 NC010 PBT-HI;1.22;1.7;0.42
DuPont Performance Polymers Crastin ST830FRUV NC010 PBT-HIFR(17);1.37;2.2;0.39
DuPont Performance Polymers Delrin 100ST BK602 POM-HI;1.33;1.4;0.43
DuPont Performance Polymers Delrin 100ST NC010 POM-HI;1.34;1.4;0.43
DuPont Performance Polymers Delrin 100STE NC010 POM-HI;1.33;1.3;0.44
DuPont Performance Polymers Delrin 100T BK602 POM-I;1.37;1.9;0.41
DuPont Performance Polymers Delrin 100T NC010 POM-I;1.37;1.9;0.41
DuPont Performance Polymers Delrin 100TE NC010 POM-I;1.37;1.9;0.41
DuPont Performance Polymers Delrin 300ATB BK000 POM-ICD;1.41;2.3;0.39
DuPont Performance Polymers Delrin 300CP NC010 POM;1.42;3.1;0.42
DuPont Performance Polymers Delrin 300TE BK602 POM-I;1.37;2.0;0.4
DuPont Performance Polymers Delrin 300TE NC010 POM-I;1.38;1.9;0.4
DuPont Performance Polymers Delrin 500T BK602 POM-I;1.39;2.3;0.39
DuPont Performance Polymers Delrin 500T NC010 POM-I;1.38;2.3;0.39
DuPont Performance Polymers Hytrel 3078 TPC-ET;1.07;0.023;0.5
DuPont Performance Polymers Hytrel 4053FG NC010 TPC-ET;1.16;0.056;0.5
DuPont Performance Polymers Hytrel 4053FGF NC010 TPC-ET;1.15;0.055;0.5
DuPont Performance Polymers Hytrel 4056 TPC-ET;1.16;0.06;0.5
DuPont Performance Polymers Hytrel 4556 TPC-ET;1.14;0.085;0.49
DuPont Performance Polymers Hytrel 5526 TPC-ET;1.19;0.19;0.48
DuPont Performance Polymers Hytrel 5553FG NC010 TPC-ET;1.2;0.17;0.49
DuPont Performance Polymers Hytrel 5555HS TPC-ET;1.19;0.19;0.48
DuPont Performance Polymers Hytrel 5556 TPC-ET;1.19;0.18;0.48
DuPont Performance Polymers Hytrel 6356 TPC-ET;1.22;0.28;0.48
DuPont Performance Polymers Hytrel 6359FG NC010 TPC-ET;1.22;0.26;0.48
DuPont Performance Polymers Hytrel 7246 TPC-ET;1.26;0.55;0.47
DuPont Performance Polymers Hytrel 7246HS BK320 TPC-ET;1.25;0.51;0.47
DuPont Performance Polymers Hytrel 7246HS NC010 TPC-ET;1.25;0.48;0.47
DuPont Performance Polymers Hytrel 8238 TPC-ET;1.28;1.2;0.44
DuPont Performance Polymers Hytrel G4774 TPC-ET;1.19;0.11;0.4
DuPont Performance Polymers Hytrel G5544 TPC-ET;1.22;0.2;0.4
DuPont Performance Polymers Hytrel HTR4275 BK316 TPC-ET;1.17;0.16;0.49
DuPont Performance Polymers Hytrel HTR8163HVBK TPC-ET;1.23;0.34;0.48
DuPont Performance Polymers Hytrel HTR8206 TPC-ET;1.19;0.08;0.49
DuPont Performance Polymers Hytrel HTR8223 BK320 TPC-ET;1.13;0.07;0.49
DuPont Performance Polymers Hytrel HTR8241 TPC-ET;1.24;0.36;0.48
DuPont Performance Polymers Hytrel HTR8341C BK320 TPC-ET;1.14;0.08;0.49
DuPont Performance Polymers Hytrel HTR8441 BK316 TPC-ET;1.19;0.19;0.48
DuPont Performance Polymers Hytrel HTR8724 BK320 TPC-ET;1.16;0.11;0.49
DuPont Performance Polymers Hytrel HTR8797 BK320 TPC-ET;1.19;0.18;0.48
DuPont Performance Polymers Hytrel HTR8808 BK316 TPC-ET-I;1.07;0.27;0.48
DuPont Performance Polymers Hytrel HTR8813 BK320 Polyester Elastomer;1.23;0.45;0.47
DuPont Performance Polymers Hytrel SC956 NC010 TPC-ET;1.19;0.18;0.48
DuPont Performance Polymers Hytrel SC976 NC010 TPC-ET;1.26;0.55;0.47
DuPont Performance Polymers Hytrel SC988 NC010 TPC-ET;1.28;1.2;0.44
DuPont Performance Polymers Zytel 70G30HSLR BK099 PA66-GF30;1.37;8.5;0.39
DuPont Performance Polymers Zytel BM7300THS BK317 PA6-HI;1.09;1.4;0.43
DuPont Performance Polymers Zytel HTN51G35HSL NC010 PA6T/XT-GF35;1.47;12.0;0.39
DuPont Performance Polymers Zytel HTN52G35HSL BK083 PA6T/66-GF35;1.46;11.6;0.39
DuPont Performance Polymers Zytel HTNFE8200 BK431 PA6T/XT-HI;1.13;2.2;0.39
DuPont Performance Polymers Zytel LC6200 BK385 PA612-HI;1.0;0.9;0.46
DuPont Performance Polymers Zytel LC6210 BK010 PA612-HI;1.01;0.93;0.46
DuPont Performance Polymers Zytel MT409AHS BK010 PA66-I;1.11;1.75;0.42
DuPont Performance Polymers Zytel MT409AHS NC010 PA66-I;1.11;1.75;0.42
DuPont Performance Polymers Zytel (PA1010) RS LC2600 BK043A PA-IP;1.05;0.91;0.45
DuPont Performance Polymers Zytel (PA610) RS LC3060 NC010 PA6.10;1.07;1.75;0.42
DuPont Performance Polymers Zytel (PA610) RS LC3160 NC010 PA610;1.07;2.14;0.39
DuPont Performance Polymers Zytel ST7301 BK356 PA6-HI;1.06;1.18;0.44
DuPont Performance Polymers Zytel ST7301 NC010 PA6-HI;1.06;1.18;0.44
DuPont Performance Polymers Zytel ST801 NC010A PA66-HI;1.08;1.45;0.43
DuPont Performance Polymers Zytel ST801A NC010A PA66-HI;1.07;1.45;0.43
DuPont Performance Polymers Zytel ST801AHS BK010 PA66-HI;1.08;1.55;0.43
DuPont Performance Polymers Zytel ST801AHS NC010 PA66-HI;1.08;1.45;0.43
DuPont Performance Polymers Zytel ST801AW BK195 PA66-HI;1.09;1.57;0.42
DuPont Performance Polymers Zytel ST801AW NC010 PA66-HI;1.08;1.34;0.43
DuPont Performance Polymers Zytel ST811HS BK038 PA6-HI;1.05;0.65;0.46
DuPont Performance Polymers Zytel ST811HS NC010 PA6-HI;1.04;0.65;0.46
DuPont Performance Polymers Zytel (PA612) LC7601 BK010 PA-IP;1.03;0.5;0.47
Eastman Saflex RB11 Clear PVB interlayer;1.07;0.042;0.5
Eastman Saflex RA41/RB41 Clear PVB interlayer;1.07;0.042;0.5
Eastman Saflex RA61/RB61 Clear PVB interlayer;1.07;0.042;0.5
Eastman Saflex RA71/RB71 Clear PVB interlayer;1.07;0.042;0.5
Eastman Vanceva Polyvinyl Butyral Interlayer;1.07;0.00156;0.5
Evonik VESTAMID NRG 3001 PA 12;1.02;1.04;0.43
Goodfellow Polyvinyl Fluoride (PVF) Film;1.38;2.35;0.4
Geon Performance Solutions 80510 Polyvinyl Chloride, Rigid;1.4;4.14;0.44
Geon Performance Solutions 80520 Polyvinyl Chloride, Rigid;1.47;6.21;0.43
Geon Performance Solutions 80530 Polyvinyl Chloride, Rigid;1.54;8.62;0.42
Geon Performance Solutions 81510 Polyvinyl Chloride, Rigid;1.48;5.52;0.42
Geon Performance Solutions 81520 Polyvinyl Chloride, Rigid;1.53;7.58;0.41
Geon Performance Solutions 81530 Polyvinyl Chloride, Rigid;1.62;9.65;0.4
Geon Performance Solutions 83510 Polyvinyl Chloride, Rigid;1.45;4.83;0.42
Hexcel HexPly 914 175°C Curing Epoxy Matrix;1.29;3.9;0.41
Hexcel HexPly 920 125°C Curing Epoxy Matrix;1.22;3.76;0.39
Hexcel HexPly 924 180°C Curing Epoxy Matrix;1.3;3.8;0.41
Hexcel HexPly M12 135°C Curing Epoxy Matrix;1.24;5.1;0.4
Hexcel HexPly M36 180°C (350°F) Curing Epoxy Matrix;1.17;3.5;0.42
Hexcel HexPly M42 180°C (350°F) Curing Epoxy Matrix;1.26;4.0;0.4
Röhm Plexiglas 100 Resist Extruded Acrylic;1.19;1.8;0.43
Röhm Plexiglas 45 Resist Extruded Acrylic;1.19;2.7;0.41
Röhm Plexiglas 65 Resist Extruded Acrylic;1.19;2.2;0.42
Röhm Plexiglas 75 Resist Extruded Acrylic;1.19;2.0;0.41
Manifattura Cattaneo POM c Acetal;1.41;2.8;0.43
Manifattura Cattaneo POM c+PTFE Acetal, PTFE Filled;1.49;2.65;0.43
Manifattura Cattaneo PET Polyethylene Terephthalate;1.39;3.7;0.44
Manifattura Cattaneo PET+PTFE Polyethylene Terephthalate;1.46;3.45;0.44
Manifattura Cattaneo PE HD Polyethylene;0.95;1.3;0.42
Manifattura Cattaneo PE UMW Polyethylene;0.93;0.9;0.42
Manifattura Cattaneo VESPEL SP21 Polyimide;1.51;2.62;0.41
Manifattura Cattaneo PEEK Polyetheretherketone;1.29;3.5;0.4
Manifattura Cattaneo PTFE Polytetrafluoroethylene;2.21;0.6;0.4
Niche Polymer POLIXL™ PA66GF33BK PA66, 33% Fiberglass Reinforced, Conditioned;1.39;7.85;0.4
PBI Performance Products Celazole TF-60 C Carbon Fiber Reinforced Melt Processable Polybenzimidazole;1.41;24.0;0.39
